Station ID,Latitude,Longitude,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency,Station Utilization (%),Distance to Nearest Station (km),Demand Score,Coverage Score,Congestion Risk,Expansion Priority Index,Expansion Recommendation,EV Growth (%),Charging Sessions,Revenue,Queue Length,Average Charging Time (min),City,EV Population,Expansion Priority
EVS01576,39.806121,116.439777,"9124 Beijing Ave, Beijing",1,0.36,0,4.05,76,4,150,Type 2,2013,0,4.3,10,Quarterly,50.66666666666667,4.05,66.05714285714285,79.75,Medium,52.510357142857146,Upgrade Existing Station,17,67,3617.9999999999995,5,43,Beijing,11616,1
EVS01577,13.862803,100.411785,"3022 Bangkok Ave, Bangkok",1,0.25,2,17.12,32,3,22,Type 2,2010,1,3.5,8,Annually,21.333333333333336,17.12,24.28571428571428,14.399999999999991,Very Low,47.674285714285716,Monitor Demand,30,114,627.0,2,52,Bangkok,38129,0
EVS01578,34.166528,-118.340638,"7982 Los Angeles Ave, Los Angeles",1,0.19,1,2.93,24,3,50,"Type 2, CCS",2020,1,4.7,4,Quarterly,16.0,2.93,21.085714285714282,85.35,Very Low,19.561785714285715,No Immediate Action,27,83,788.5,2,42,Los Angeles,40837,0
EVS01579,-33.761083,18.402093,"7590 Cape Town Ave, Cape Town",2,0.28,2,18.57,60,0,50,"Type 2, CCS",2019,1,4.7,10,Monthly,40.0,18.57,46.285714285714285,7.15,Medium,66.01178571428571,Upgrade Existing Station,39,112,1568.0000000000002,4,73,Cape Town,25574,1
EVS01580,-23.585046,-46.521509,"9864 São Paulo Ave, São Paulo",0,0.28,0,4.52,24,3,350,"Type 2, CHAdeMO",2021,1,3.4,8,Monthly,16.0,4.52,46.8,77.4,Very Low,32.629999999999995,Monitor Demand,27,144,14112.000000000002,2,72,São Paulo,4430,0
EVS01581,-26.993491,-141.983627,"4579 Random Rd, City 54, Country",1,0.41,0,11.8,54,4,350,"Tesla, CCS",2022,1,4.6,6,Quarterly,36.0,11.8,67.8,40.99999999999999,Low,61.27,Upgrade Existing Station,40,58,8323.0,4,68,Country,13676,0
EVS01582,55.859016,37.533395,"1757 Moscow Ave, Moscow",0,0.37,2,19.89,84,4,150,Tesla,2013,0,4.9,10,Quarterly,56.00000000000001,19.89,71.65714285714286,0.5499999999999949,High,84.47035714285714,Build New Fast Charging Station,47,23,1276.5,6,68,Moscow,11816,1
EVS01583,25.353507,55.2751,"6037 Dubai Ave, Dubai",2,0.49,2,14.19,16,0,50,CCS,2015,1,4.9,1,Annually,10.666666666666668,14.19,15.485714285714284,29.049999999999997,Very Low,35.02678571428571,Monitor Demand,41,145,3552.5,1,79,Dubai,33733,0
EVS01584,34.170314,-118.255863,"5566 Los Angeles Ave, Los Angeles",1,0.32,0,4.82,40,4,350,Tesla,2023,1,3.1,2,Quarterly,26.666666666666668,4.82,57.99999999999999,75.9,Low,41.635,Monitor Demand,20,22,2464.0,3,84,Los Angeles,21144,0
EVS01585,41.891706,-87.658338,"8953 Chicago Ave, Chicago",2,0.46,0,14.26,14,3,22,"CCS, CHAdeMO",2023,0,3.5,4,Quarterly,9.333333333333334,14.26,11.685714285714285,28.700000000000003,Very Low,33.129285714285714,Monitor Demand,34,83,839.96,1,51,Chicago,3050,0
EVS01586,43.78653,-79.381307,"6367 Toronto Ave, Toronto",2,0.49,2,14.15,32,1,50,"CHAdeMO, Type 2",2013,0,3.1,5,Quarterly,21.333333333333336,14.15,26.685714285714283,29.25,Very Low,43.43678571428571,Monitor Demand,42,48,1176.0,2,40,Toronto,45460,0
EVS01587,37.687757,126.91449,"8239 Seoul Ave, Seoul",0,0.27,2,16.6,65,0,150,"CCS, Tesla",2020,1,4.3,6,Quarterly,43.333333333333336,16.6,58.357142857142854,16.999999999999993,Medium,68.64285714285714,Upgrade Existing Station,47,135,5467.5,4,37,Seoul,34933,1
EVS01588,41.984068,-87.676889,"4065 Chicago Ave, Chicago",0,0.38,2,15.13,24,4,350,Tesla,2013,0,3.7,10,Annually,16.0,15.13,46.8,24.349999999999994,Very Low,51.197500000000005,Upgrade Existing Station,17,30,3990.0,2,79,Chicago,25951,0
EVS01589,52.490957,13.466151,"8123 Berlin Ave, Berlin",1,0.26,0,18.43,88,3,22,"CHAdeMO, CCS",2014,1,3.1,7,Annually,58.666666666666664,18.43,63.48571428571429,7.850000000000001,High,79.64678571428571,Build New Fast Charging Station,20,116,663.52,6,32,Berlin,33413,1
EVS01590,13.810162,100.507777,"3939 Bangkok Ave, Bangkok",1,0.34,0,14.53,13,3,350,"Tesla, CCS",2022,1,3.7,1,Annually,8.666666666666668,14.53,39.1,27.35000000000001,Very Low,44.317499999999995,Monitor Demand,31,121,14399.0,1,43,Bangkok,35801,0
EVS01591,-85.695299,36.497062,"7165 Random Rd, City 208, Country",1,0.27,0,5.12,12,0,350,"Tesla, CCS",2021,1,3.4,2,Quarterly,8.0,5.12,38.4,74.4,Very Low,27.32,No Immediate Action,33,40,3780.0000000000005,1,49,Country,33913,0
EVS01592,-33.744747,18.539153,"6339 Cape Town Ave, Cape Town",1,0.3,2,2.93,76,0,350,"CCS, Tesla",2018,1,4.4,6,Quarterly,50.66666666666667,2.93,83.19999999999999,85.35,Medium,57.4075,Upgrade Existing Station,26,58,6089.999999999999,5,21,Cape Town,48037,1
EVS01593,-33.862499,151.303886,"8716 Sydney Ave, Sydney",0,0.36,2,9.37,51,1,50,"Type 2, CCS",2015,0,3.4,10,Quarterly,34.0,9.37,39.98571428571429,53.150000000000006,Low,45.14178571428572,Monitor Demand,21,121,2177.9999999999995,3,44,Sydney,41600,0
EVS01594,-23.523087,-46.596257,"2734 São Paulo Ave, São Paulo",0,0.21,0,17.15,31,1,150,CCS,2010,0,3.3,1,Monthly,20.666666666666668,17.15,34.55714285714285,14.250000000000007,Very Low,51.585357142857134,Upgrade Existing Station,41,65,2047.5,2,69,São Paulo,26280,0
EVS01595,37.736261,-122.494869,"5324 San Francisco Ave, San Francisco",1,0.27,1,13.32,61,0,350,"Tesla, CCS",2011,0,3.3,6,Quarterly,40.666666666666664,13.32,72.7,33.4,Medium,67.63999999999999,Upgrade Existing Station,24,85,8032.500000000001,4,33,San Francisco,25557,1
EVS01596,52.456676,13.308655,"1861 Berlin Ave, Berlin",2,0.46,1,15.02,99,1,50,"Type 2, CCS",2022,1,4.7,9,Quarterly,66.0,15.02,73.58571428571427,24.9,High,80.4692857142857,Build New Fast Charging Station,25,110,2530.0,7,25,Berlin,48054,1
EVS01597,-23.662993,-46.669119,"1702 São Paulo Ave, São Paulo",2,0.5,2,2.13,57,4,150,"CCS, Type 2",2011,0,3.8,5,Monthly,38.0,2.13,52.75714285714286,89.35,Low,39.080357142857146,Monitor Demand,31,130,9750.0,4,49,São Paulo,36400,0
EVS01598,-23.532333,-46.588917,"2383 São Paulo Ave, São Paulo",1,0.49,1,15.4,90,3,150,"CHAdeMO, Type 2",2023,1,3.8,3,Monthly,60.0,15.4,75.85714285714286,23.0,High,79.79285714285714,Build New Fast Charging Station,37,101,7423.5,6,49,São Paulo,5494,1
EVS01599,37.641335,126.973037,"5940 Seoul Ave, Seoul",1,0.25,2,13.66,67,4,22,Type 2,2018,1,3.2,5,Quarterly,44.666666666666664,13.66,48.785714285714285,31.699999999999996,Medium,60.169285714285714,Upgrade Existing Station,29,142,781.0,4,57,Seoul,16152,1
EVS01600,25.223986,55.315318,"3222 Dubai Ave, Dubai",1,0.33,2,8.25,65,0,150,"CCS, Tesla",2018,1,4.2,9,Monthly,43.333333333333336,8.25,58.357142857142854,58.75,Medium,54.03035714285714,Upgrade Existing Station,42,118,5841.000000000001,4,77,Dubai,24895,1
EVS01601,47.991905,-146.656841,"968 Random Rd, City 260, Country",1,0.35,0,8.97,60,0,350,CCS,2015,1,3.6,6,Annually,40.0,8.97,72.0,55.15,Medium,59.4975,Upgrade Existing Station,19,54,6614.999999999999,4,60,Country,10155,1
EVS01602,34.07302,-118.380525,"2854 Los Angeles Ave, Los Angeles",1,0.41,2,14.57,98,1,50,"CHAdeMO, CCS",2023,0,4.3,5,Annually,65.33333333333333,14.57,72.88571428571427,27.149999999999995,High,79.15178571428571,Build New Fast Charging Station,49,122,2501.0,7,76,Los Angeles,32883,1
EVS01603,18.924948,72.825282,"9660 Mumbai Ave, Mumbai",2,0.3,1,15.77,44,1,50,Tesla,2022,0,3.1,7,Monthly,29.333333333333332,15.77,35.08571428571429,21.150000000000002,Low,52.63178571428572,Upgrade Existing Station,41,148,2220.0,3,55,Mumbai,44194,0
EVS01604,39.937267,116.355288,"2041 Beijing Ave, Beijing",0,0.5,1,18.91,87,0,22,Type 2,2011,1,4.5,8,Quarterly,57.99999999999999,18.91,62.78571428571429,5.449999999999999,High,79.95678571428572,Build New Fast Charging Station,42,44,484.0,6,83,Beijing,44001,1
EVS01605,37.737097,-122.322953,"3343 San Francisco Ave, San Francisco",0,0.23,2,16.16,23,2,350,"CHAdeMO, CCS",2020,0,3.2,9,Quarterly,15.333333333333332,16.16,46.099999999999994,19.199999999999996,Very Low,52.470000000000006,Upgrade Existing Station,11,62,4991.0,2,35,San Francisco,2828,0
EVS01606,-33.730563,18.599284,"4980 Cape Town Ave, Cape Town",2,0.45,2,2.09,74,3,50,"CCS, CHAdeMO",2016,0,3.8,10,Annually,49.333333333333336,2.09,56.08571428571428,89.55,Medium,44.59178571428571,Monitor Demand,42,103,2317.5,5,33,Cape Town,46028,1
EVS01607,34.19716,-118.351409,"9053 Los Angeles Ave, Los Angeles",0,0.46,1,5.36,84,1,350,Tesla,2018,1,3.5,6,Annually,56.00000000000001,5.36,88.79999999999998,73.2,High,65.89999999999999,Upgrade Existing Station,42,70,11270.000000000002,6,50,Los Angeles,42898,1
EVS01608,37.808493,-122.301478,"6440 San Francisco Ave, San Francisco",1,0.42,2,18.06,96,0,350,Tesla,2023,0,4.2,5,Quarterly,64.0,18.06,97.2,9.700000000000008,High,94.485,Build New Fast Charging Station,22,149,21903.0,6,85,San Francisco,33123,1
EVS01609,25.281545,55.230582,"5601 Dubai Ave, Dubai",0,0.49,1,12.1,22,2,150,CCS,2020,1,3.5,1,Monthly,14.666666666666666,12.1,28.25714285714286,39.5,Very Low,37.97785714285714,Monitor Demand,39,145,10657.5,1,87,Dubai,38573,0
EVS01610,19.181078,72.937822,"4393 Mumbai Ave, Mumbai",0,0.27,2,3.86,53,0,150,Tesla,2013,0,3.3,5,Annually,35.333333333333336,3.86,49.957142857142856,80.69999999999999,Low,39.987857142857145,Monitor Demand,42,88,3564.0000000000005,4,84,Mumbai,1806,0
EVS01611,-47.477731,-91.694543,"5170 Random Rd, City 224, Country",2,0.2,0,17.69,76,1,50,"Tesla, Type 2",2022,0,4.4,8,Annually,50.66666666666667,17.69,57.48571428571427,11.549999999999994,Medium,72.9517857142857,Upgrade Existing Station,22,28,280.0,5,74,Country,41970,1
EVS01612,-33.812774,18.449064,"8314 Cape Town Ave, Cape Town",2,0.47,0,15.25,61,0,50,CCS,2015,1,4.8,8,Monthly,40.666666666666664,15.25,46.98571428571429,23.750000000000004,Medium,60.731785714285714,Upgrade Existing Station,35,21,493.49999999999994,4,59,Cape Town,30757,1
EVS01613,41.921261,-87.707539,"3783 Chicago Ave, Chicago",0,0.38,0,5.5,54,4,50,"CHAdeMO, Type 2",2013,1,4.1,3,Quarterly,36.0,5.5,42.08571428571429,72.5,Low,39.95928571428572,Monitor Demand,31,29,551.0,4,44,Chicago,35636,0
EVS01614,41.960446,-87.683589,"4946 Chicago Ave, Chicago",1,0.3,1,1.06,23,0,22,"Tesla, CHAdeMO",2015,0,3.9,6,Annually,15.333333333333332,1.06,17.985714285714284,94.69999999999999,Very Low,14.799285714285718,No Immediate Action,48,133,877.8,2,44,Chicago,15561,0
EVS01615,43.784148,-79.395654,"9517 Toronto Ave, Toronto",0,0.19,2,9.6,77,0,350,Type 2,2017,1,4.3,4,Monthly,51.33333333333333,9.6,83.89999999999999,52.0,Medium,69.61,Upgrade Existing Station,11,95,6317.5,5,22,Toronto,49280,1
EVS01616,13.876574,100.533108,"5538 Bangkok Ave, Bangkok",1,0.16,2,13.87,89,4,22,Type 2,2017,1,4.5,1,Monthly,59.333333333333336,13.87,64.18571428571428,30.65,High,72.19678571428571,Upgrade Existing Station,47,104,366.08000000000004,6,88,Bangkok,25262,1
EVS01617,25.225085,55.39967,"2302 Dubai Ave, Dubai",2,0.34,2,14.69,85,2,22,CHAdeMO,2017,1,3.6,3,Monthly,56.666666666666664,14.69,61.385714285714286,26.550000000000008,High,71.51178571428571,Upgrade Existing Station,48,68,508.64000000000004,6,45,Dubai,15899,1
EVS01618,19.549812,-99.016512,"2394 Mexico City Ave, Mexico City",2,0.41,2,1.03,30,4,350,"CHAdeMO, CCS",2015,0,3.2,5,Annually,20.0,1.03,51.0,94.85,Very Low,29.702500000000004,No Immediate Action,35,89,12771.499999999998,2,59,Mexico City,49988,0
EVS01619,43.65227,-79.327718,"8723 Toronto Ave, Toronto",2,0.25,1,6.67,15,2,22,Type 2,2010,0,3.3,1,Quarterly,10.0,6.67,12.385714285714286,66.64999999999999,Very Low,20.376785714285717,No Immediate Action,24,109,599.5,1,57,Toronto,16934,0
EVS01620,37.791589,-122.42845,"5876 San Francisco Ave, San Francisco",1,0.27,1,5.73,18,3,22,"Type 2, CCS",2012,0,4.0,1,Quarterly,12.0,5.73,14.485714285714286,71.35000000000001,Very Low,20.32178571428571,No Immediate Action,43,45,267.3,1,57,San Francisco,39197,0
EVS01621,81.222294,35.44313,"9347 Random Rd, City 109, Country",0,0.22,0,8.59,72,4,350,Type 2,2020,1,4.9,6,Quarterly,48.0,8.59,80.4,57.05,Medium,65.19250000000001,Upgrade Existing Station,49,91,7007.0,5,87,Country,42844,1
EVS01622,37.609121,126.913369,"8148 Seoul Ave, Seoul",2,0.49,0,9.13,70,1,150,"Type 2, CCS",2012,0,3.1,4,Annually,46.666666666666664,9.13,61.857142857142854,54.35,Medium,58.22035714285714,Upgrade Existing Station,20,24,1764.0,5,26,Seoul,37332,1
EVS01623,19.173221,72.858878,"547 Mumbai Ave, Mumbai",0,0.38,0,0.53,55,4,150,Type 2,2015,1,4.1,2,Monthly,36.666666666666664,0.53,51.357142857142854,97.35000000000001,Low,35.22035714285714,Monitor Demand,12,34,1938.0,4,49,Mumbai,35157,0
EVS01624,52.413067,13.312136,"1038 Berlin Ave, Berlin",0,0.4,1,7.1,44,4,50,"CHAdeMO, Tesla",2010,1,3.6,6,Quarterly,29.333333333333332,7.1,35.08571428571429,64.5,Low,37.45928571428571,Monitor Demand,15,142,2840.0,3,38,Berlin,12593,0
EVS01625,34.154771,-118.397787,"8842 Los Angeles Ave, Los Angeles",1,0.26,2,7.36,55,1,150,CCS,2023,0,4.5,8,Monthly,36.666666666666664,7.36,51.357142857142854,63.2,Low,47.17285714285715,Monitor Demand,18,20,780.0,4,54,Los Angeles,41042,0
EVS01626,55.76269,37.527147,"9582 Moscow Ave, Moscow",1,0.38,2,18.78,25,0,22,"Tesla, CCS",2015,1,3.8,7,Annually,16.666666666666664,18.78,19.385714285714283,6.099999999999994,Very Low,46.869285714285716,Monitor Demand,15,22,183.92,2,52,Moscow,18320,0
EVS01627,18.991613,72.817131,"8977 Mumbai Ave, Mumbai",0,0.42,0,13.54,26,4,350,CHAdeMO,2014,0,4.9,5,Monthly,17.333333333333336,13.54,48.199999999999996,32.300000000000004,Very Low,49.474999999999994,Monitor Demand,18,66,9702.0,2,52,Mumbai,28376,0
EVS01628,34.06707,-118.292428,"2904 Los Angeles Ave, Los Angeles",2,0.16,0,2.23,59,3,50,Type 2,2013,1,4.7,10,Annually,39.33333333333333,2.23,45.58571428571428,88.85,Low,36.88678571428572,Monitor Demand,48,114,912.0000000000001,4,57,Los Angeles,44513,0
EVS01629,37.548993,126.948363,"5641 Seoul Ave, Seoul",0,0.43,0,10.11,92,4,350,"CCS, Type 2",2023,0,4.4,1,Monthly,61.33333333333333,10.11,94.39999999999999,49.45,High,78.45249999999999,Build New Fast Charging Station,40,32,4816.0,6,29,Seoul,15199,1
EVS01630,13.745374,100.518362,"1489 Bangkok Ave, Bangkok",0,0.25,1,19.96,26,4,50,"CHAdeMO, Tesla",2021,1,4.6,3,Annually,17.333333333333336,19.96,22.485714285714284,0.20000000000000018,Very Low,50.42428571428572,Upgrade Existing Station,41,139,1737.5,2,76,Bangkok,16876,0
EVS01631,-9.035979,85.542556,"2212 Random Rd, City 453, Country",0,0.34,0,17.36,60,0,22,"Tesla, Type 2",2016,1,4.2,9,Monthly,40.0,17.36,43.885714285714286,13.200000000000001,Medium,62.93428571428571,Upgrade Existing Station,21,74,553.52,4,47,Country,9245,1
EVS01632,52.583017,13.417558,"8920 Berlin Ave, Berlin",0,0.45,2,5.21,19,0,50,CHAdeMO,2014,1,4.4,5,Monthly,12.666666666666668,5.21,17.585714285714282,73.95,Very Low,20.901785714285708,No Immediate Action,17,85,1912.5,1,57,Berlin,8214,0
EVS01633,25.297962,55.303415,"4410 Dubai Ave, Dubai",0,0.47,2,15.08,98,3,50,"Tesla, Type 2",2017,0,4.1,1,Annually,65.33333333333333,15.08,72.88571428571427,24.6,High,80.0442857142857,Build New Fast Charging Station,17,109,2561.5,7,35,Dubai,1726,1
EVS01634,-23.643987,-46.688235,"8415 São Paulo Ave, São Paulo",1,0.15,0,18.83,62,0,150,"Tesla, CHAdeMO",2015,0,3.1,6,Quarterly,41.333333333333336,18.83,56.25714285714285,5.85000000000001,Medium,70.95535714285714,Upgrade Existing Station,37,81,1822.5,4,40,São Paulo,47600,1
EVS01635,-33.873435,18.471515,"5954 Cape Town Ave, Cape Town",1,0.19,2,17.6,81,2,22,CCS,2010,1,4.1,3,Annually,54.0,17.6,58.58571428571429,11.99999999999999,High,74.48428571428572,Upgrade Existing Station,29,121,505.78000000000003,5,25,Cape Town,12362,1
EVS01636,43.663832,-79.449369,"9791 Toronto Ave, Toronto",1,0.24,1,10.8,17,1,22,"CCS, Type 2",2015,1,4.8,6,Quarterly,11.333333333333332,10.8,13.785714285714285,46.0,Very Low,28.664285714285715,No Immediate Action,16,27,142.56,1,60,Toronto,19297,0
EVS01637,-33.777361,18.463545,"2566 Cape Town Ave, Cape Town",1,0.25,0,9.34,45,2,50,Type 2,2020,0,3.2,7,Monthly,30.0,9.34,35.785714285714285,53.300000000000004,Low,41.90928571428571,Monitor Demand,20,116,1450.0,3,34,Cape Town,31448,0
EVS01638,19.534094,-99.111453,"7079 Mexico City Ave, Mexico City",2,0.44,0,11.68,94,3,350,"Type 2, CCS",2018,1,3.0,7,Annually,62.66666666666667,11.68,95.8,41.6,High,82.25999999999999,Build New Fast Charging Station,29,136,20944.0,6,22,Mexico City,27172,1
EVS01639,34.089482,-118.342893,"6464 Los Angeles Ave, Los Angeles",1,0.44,1,8.57,39,1,350,Type 2,2011,1,4.1,8,Monthly,26.0,8.57,57.3,57.15,Very Low,47.6675,Monitor Demand,25,83,12782.000000000002,3,62,Los Angeles,43874,0
EVS01640,-23.589022,-46.567759,"5644 São Paulo Ave, São Paulo",2,0.28,2,10.26,96,2,22,CCS,2020,0,4.3,5,Annually,64.0,10.26,69.08571428571429,48.699999999999996,High,69.58928571428571,Upgrade Existing Station,13,40,246.40000000000003,6,66,São Paulo,8657,1
EVS01641,12.318994,146.245289,"8910 Random Rd, City 480, Country",1,0.25,2,7.73,70,4,150,"CHAdeMO, Type 2",2019,1,4.3,6,Monthly,46.666666666666664,7.73,61.857142857142854,61.349999999999994,Medium,55.770357142857144,Upgrade Existing Station,15,134,5025.0,5,33,Country,19850,1
EVS01642,19.551547,-99.06226,"4947 Mexico City Ave, Mexico City",2,0.3,2,12.61,36,3,350,CHAdeMO,2018,0,4.3,8,Monthly,24.0,12.61,55.2,36.95,Very Low,53.147499999999994,Upgrade Existing Station,31,104,10920.0,2,85,Mexico City,26425,0
EVS01643,-33.736401,151.214854,"2015 Sydney Ave, Sydney",2,0.13,1,18.37,54,1,22,"Type 2, CHAdeMO",2019,1,3.8,8,Monthly,36.0,18.37,39.68571428571428,8.149999999999991,Low,61.52178571428571,Upgrade Existing Station,35,39,111.54,4,48,Sydney,27685,0
EVS01644,34.180172,-118.319782,"5564 Los Angeles Ave, Los Angeles",2,0.17,0,15.53,35,0,350,CHAdeMO,2022,0,4.6,8,Monthly,23.333333333333332,15.53,54.49999999999999,22.35,Very Low,57.7275,Upgrade Existing Station,12,27,1606.5000000000002,2,23,Los Angeles,48319,0
EVS01645,19.163596,72.910786,"8233 Mumbai Ave, Mumbai",2,0.22,2,8.93,39,2,50,Type 2,2011,1,4.3,4,Annually,26.0,8.93,31.585714285714282,55.35,Very Low,38.011785714285715,Monitor Demand,23,77,847.0000000000001,3,45,Mumbai,25578,0
EVS01646,19.065799,72.825972,"7783 Mumbai Ave, Mumbai",1,0.23,2,10.62,94,1,22,"CHAdeMO, Type 2",2012,1,4.1,8,Annually,62.66666666666667,10.62,67.68571428571428,46.900000000000006,High,69.15928571428572,Upgrade Existing Station,20,65,328.90000000000003,6,31,Mumbai,29831,1
EVS01647,52.528166,13.398633,"5351 Berlin Ave, Berlin",2,0.25,2,15.99,70,0,50,"Type 2, CHAdeMO",2021,0,3.8,4,Quarterly,46.666666666666664,15.99,53.28571428571428,20.05,Medium,66.7967857142857,Upgrade Existing Station,27,50,625.0,5,21,Berlin,8906,1
EVS01648,55.722519,37.684202,"6504 Moscow Ave, Moscow",1,0.49,0,1.61,21,4,350,"CCS, Tesla",2023,1,4.5,5,Annually,14.000000000000002,1.61,44.699999999999996,91.95,Very Low,25.947499999999994,No Immediate Action,21,112,19208.0,1,36,Moscow,8287,0
EVS01649,-23.59112,-46.693386,"2484 São Paulo Ave, São Paulo",2,0.49,2,14.18,11,0,50,"CCS, Tesla",2018,1,4.3,7,Quarterly,7.333333333333333,14.18,11.985714285714286,29.100000000000005,Very Low,32.35928571428572,Monitor Demand,32,28,686.0,1,54,São Paulo,34660,0
EVS01650,19.033715,72.837452,"6473 Mumbai Ave, Mumbai",2,0.21,2,9.65,76,4,150,Tesla,2011,1,3.1,5,Quarterly,50.66666666666667,9.65,66.05714285714285,51.74999999999999,Medium,62.31035714285716,Upgrade Existing Station,21,34,1071.0,5,29,Mumbai,11222,1
EVS01651,2.442081,-140.520234,"1773 Random Rd, City 171, Country",2,0.48,1,18.83,39,2,150,Tesla,2023,1,4.9,2,Annually,26.0,18.83,40.15714285714285,5.85000000000001,Very Low,58.76535714285714,Upgrade Existing Station,22,113,8135.999999999999,3,62,Country,38443,0
EVS01652,-33.843321,18.590792,"700 Cape Town Ave, Cape Town",2,0.44,2,3.32,89,4,150,CCS,2010,1,3.8,6,Quarterly,59.333333333333336,3.32,75.15714285714286,83.4,High,58.12285714285714,Upgrade Existing Station,34,48,3168.0,6,40,Cape Town,35701,1
EVS01653,37.6867,126.988878,"9460 Seoul Ave, Seoul",1,0.17,2,4.67,89,2,22,"CCS, Type 2",2018,1,4.7,6,Quarterly,59.333333333333336,4.67,64.18571428571428,76.64999999999999,High,56.096785714285716,Upgrade Existing Station,28,99,370.26000000000005,6,34,Seoul,18764,1
EVS01654,13.851525,100.551212,"8426 Bangkok Ave, Bangkok",1,0.44,0,14.5,67,2,350,Type 2,2017,0,3.8,10,Monthly,44.666666666666664,14.5,76.89999999999999,27.500000000000004,Medium,72.885,Upgrade Existing Station,45,55,8470.0,4,54,Bangkok,45641,1
EVS01655,19.542989,-99.037956,"7658 Mexico City Ave, Mexico City",2,0.43,2,7.08,52,0,150,Tesla,2016,0,4.9,9,Quarterly,34.66666666666667,7.08,49.25714285714285,64.60000000000001,Low,45.09285714285714,Monitor Demand,17,103,6643.5,3,79,Mexico City,18674,0
EVS01656,-23.540255,-46.666642,"9619 São Paulo Ave, São Paulo",1,0.32,1,8.59,89,0,50,"Type 2, CCS",2020,0,4.1,10,Quarterly,59.333333333333336,8.59,66.58571428571427,57.05,High,63.916785714285716,Upgrade Existing Station,38,128,2048.0,6,63,São Paulo,19024,1
EVS01657,43.751928,-79.421882,"8453 Toronto Ave, Toronto",0,0.38,0,13.1,50,1,22,CHAdeMO,2018,1,4.3,7,Annually,33.33333333333333,13.1,36.885714285714286,34.5,Low,50.17928571428571,Upgrade Existing Station,41,137,1145.3200000000002,3,24,Toronto,47007,0
EVS01658,-33.743485,151.273762,"2508 Sydney Ave, Sydney",2,0.37,2,12.39,33,1,22,Type 2,2020,0,3.3,8,Annually,22.0,12.39,24.985714285714284,38.05,Very Low,39.926785714285714,Monitor Demand,27,56,455.84,2,37,Sydney,24874,0
EVS01659,37.59111,126.957209,"2209 Seoul Ave, Seoul",1,0.41,0,6.36,95,0,150,"Tesla, CCS",2011,0,3.4,6,Quarterly,63.33333333333333,6.36,79.35714285714285,68.19999999999999,High,66.62285714285714,Upgrade Existing Station,15,105,6457.5,6,40,Seoul,44642,1
EVS01660,52.437474,13.411783,"2968 Berlin Ave, Berlin",2,0.19,0,19.86,30,3,50,"CHAdeMO, Tesla",2011,1,3.8,6,Quarterly,20.0,19.86,25.285714285714285,0.7000000000000006,Very Low,52.36928571428571,Upgrade Existing Station,27,90,855.0000000000001,2,70,Berlin,33284,0
EVS01661,84.035706,114.687545,"174 Random Rd, City 144, Country",1,0.18,0,4.14,32,0,150,Type 2,2016,0,3.4,10,Quarterly,21.333333333333336,4.14,35.25714285714285,79.3,Very Low,29.34785714285714,No Immediate Action,28,112,3024.0,2,60,Country,18602,0
EVS01662,-33.723027,18.597726,"2360 Cape Town Ave, Cape Town",0,0.38,2,6.13,18,2,22,"CCS, Tesla",2017,0,3.8,8,Monthly,12.0,6.13,14.485714285714286,69.35,Very Low,21.021785714285713,No Immediate Action,31,99,827.64,1,43,Cape Town,38784,0
EVS01663,43.700939,-79.339419,"2322 Toronto Ave, Toronto",2,0.33,1,8.11,35,3,150,"CHAdeMO, Type 2",2013,0,4.2,1,Quarterly,23.333333333333332,8.11,37.357142857142854,59.45,Very Low,37.885357142857146,Monitor Demand,46,121,5989.5,2,43,Toronto,24265,0
EVS01664,19.030923,72.842151,"3761 Mumbai Ave, Mumbai",2,0.31,0,12.62,84,3,350,"Type 2, CHAdeMO",2013,1,3.8,1,Monthly,56.00000000000001,12.62,88.79999999999998,36.9,High,78.60499999999999,Build New Fast Charging Station,41,33,3580.5,6,57,Mumbai,26931,1
EVS01665,13.883884,100.544808,"1810 Bangkok Ave, Bangkok",1,0.32,1,9.78,77,0,350,CHAdeMO,2014,0,4.7,6,Annually,51.33333333333333,9.78,83.89999999999999,51.1,Medium,69.925,Upgrade Existing Station,12,136,15232.000000000002,5,63,Bangkok,29841,1
EVS01666,-33.845981,151.251604,"181 Sydney Ave, Sydney",0,0.48,0,7.11,86,4,22,"Tesla, CCS",2011,1,3.4,4,Annually,57.333333333333336,7.11,62.08571428571429,64.45,High,58.776785714285715,Upgrade Existing Station,37,92,971.52,6,76,Sydney,30192,1
EVS01667,39.933093,116.436298,"5499 Beijing Ave, Beijing",0,0.27,0,3.7,32,2,350,"CCS, Tesla",2017,0,4.1,6,Annually,21.333333333333336,3.7,52.400000000000006,81.5,Very Low,35.435,Monitor Demand,19,110,10395.000000000002,2,78,Beijing,47542,0
EVS01668,52.557716,13.449199,"3882 Berlin Ave, Berlin",1,0.49,1,17.52,78,2,50,CHAdeMO,2022,1,3.7,5,Annually,52.0,17.52,58.88571428571427,12.4,Medium,73.71428571428571,Upgrade Existing Station,44,109,2670.5,5,53,Berlin,43520,1
